"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","first_stage_sign","pval_defier","N"
"Forest",-8.15284075674493,14.9583144028222,1.77736781478723e-16,1.16587516395784,6.87319214340102e-51,2340,0.234,1865,0.1865,1,1.77736781478723e-16,"Large"
"Saturated First Stage",-2.15727151716547,13.3774520474537,0.0155041426819288,1.15474727873461,4.09536590029127e-41,2340,0.234,2721,0.2721,1,0.0155041426819288,"Large"
"Forest",-7.13162519299874,11.8450437717751,4.95953373199807e-13,1.02225041341406,1.14149562096593e-32,2137,0.2137,2681,0.2681,1,4.95953373199807e-13,"Large"
"Saturated First Stage",-1.82117963887821,12.0362890686849,0.0343047252472301,1.0746293448766,1.14514206408377e-33,2137,0.2137,3680,0.368,1,0.0343047252472301,"Large"
"Forest",-6.38580921646865,13.3791467248548,8.52467271106137e-11,1.09010344962074,4.00305919891118e-41,1916,0.1916,1732,0.1732,1,8.52467271106137e-11,"Large"
"Saturated First Stage",-0.795114425764176,9.53732495400075,0.213282916891377,1.07044900573702,7.32820057370592e-22,1916,0.1916,268,0.0268,1,0.213282916891377,"Large"
"Forest",-9.30319208347845,14.7481451589448,6.81455944656376e-21,0.924962205853851,1.58118573690076e-49,2047,0.2047,2532,0.2532,1,6.81455944656376e-21,"Large"
"Saturated First Stage",-2.15200554316985,11.554489820502,0.0157104022335714,0.944019794401712,3.50311581135941e-31,2047,0.2047,4096,0.4096,1,0.0157104022335714,"Large"
"Forest",-6.40412114029678,18.0101996409972,7.56189992183615e-11,1.03925486039944,8.10215389641e-73,2176,0.2176,2210,0.221,1,7.56189992183615e-11,"Large"
"Saturated First Stage",-0.526701124734152,10.2633605543349,0.29920642423272,1.06124839644039,5.15282738631631e-25,2176,0.2176,1759,0.1759,1,0.29920642423272,"Large"
"Forest",-6.74414351524629,13.5360340949499,7.69661652992021e-12,1.00530495599743,4.79122100262533e-42,2240,0.224,2168,0.2168,1,7.69661652992021e-12,"Large"
"Saturated First Stage",-1.42515197160969,10.5817982065659,0.0770722584649711,0.97817857147817,1.80972044503605e-26,2240,0.224,3079,0.3079,1,0.0770722584649711,"Large"
"Forest",-5.29115845211396,15.6598179366915,6.07720016379479e-08,1.12634270164637,1.42355542698601e-55,1905,0.1905,1860,0.186,1,6.07720016379479e-08,"Large"
"Saturated First Stage",-0.82531972849942,11.4370552701058,0.204604900673389,1.10564395113582,1.36497357738881e-30,1905,0.1905,2008,0.2008,1,0.204604900673389,"Large"
"Forest",-4.57605224038768,12.2955768754659,2.36916135606716e-06,0.848770529922736,4.78356541064864e-35,1237,0.1237,2163,0.2163,1,2.36916135606716e-06,"Large"
"Saturated First Stage",-0.481441197416899,9.30469273885354,0.315106753920088,0.860017306645822,6.71901551266731e-21,1237,0.1237,2357,0.2357,1,0.315106753920088,"Large"
"Forest",-6.20852682076796,18.6514857411854,2.67417978679148e-10,1.09319851418961,6.14082154533319e-78,2260,0.226,2154,0.2154,1,2.67417978679148e-10,"Large"
