"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier","N"
"Forest",-4.62275998129261,6.62201003169077,1.8933388822173e-06,0.537882002788376,1.77173501005968e-11,2035,0.10175,2040,0.102,0.554521695573116,1.8933388822173e-06,"Large"
"Saturated First Stage",-1.62919095271356,5.7789133235395,0.0516520655165502,0.544201021930047,3.75923225113473e-09,2035,0.10175,888,0.0444,0.554521695573116,0.0516520655165502,"Large"
"Forest",-5.31127584907377,7.96412661126815,5.4430203606466e-08,0.445023141571132,8.31974092941424e-16,2495,0.12475,2853,0.14265,0.436261055079569,5.4430203606466e-08,"Large"
"Saturated First Stage",-3.14587035670143,6.25063562817428,0.000830397336483159,0.460524381056563,2.04392782829012e-10,2495,0.12475,2508,0.1254,0.436261055079569,0.000830397336483159,"Large"
"Forest",-20.7988615651685,13.2769871200349,2.21601935648664e-96,0.120953157932455,1.57403894442732e-40,4653,0.23265,4519,0.22595,0.122766010435403,2.21601935648664e-96,"Large"
"Saturated First Stage",-10.20949880753,11.5402164931038,1.18371493572797e-24,0.121057885026275,4.1358387316092e-31,4653,0.23265,4931,0.24655,0.122766010435403,1.18371493572797e-24,"Large"
"Forest",-8.74971231620196,12.3517442017311,1.06948666802567e-18,-0.0302815153325824,2.38333210613427e-35,4416,0.2208,4602,0.2301,-0.0487528786694817,2.38333210613427e-35,"Large"
"Saturated First Stage",-8.17511821125068,7.550179613644,1.65731765474054e-16,-0.0625113643842276,2.17329191356811e-14,4416,0.2208,3653,0.18265,-0.0487528786694817,2.17329191356811e-14,"Large"
"Forest",-11.0705538715805,9.95870557065021,8.71599219098615e-29,0.0811673302015982,1.15525655554048e-23,4475,0.22375,4980,0.249,0.0752814783594599,8.71599219098615e-29,"Large"
"Saturated First Stage",-7.98513729169904,8.76044913953393,7.7911771411903e-16,0.076151110083706,9.72369663897201e-19,4475,0.22375,5021,0.25105,0.0752814783594599,7.7911771411903e-16,"Large"
"Forest",-3.86243888750711,13.7534079250745,5.61303266893534e-05,1.2885510143518,2.42929362484389e-43,851,0.04255,658,0.0329,1.28994944531276,5.61303266893534e-05,"Large"
"Saturated First Stage",-1.26218697025454,11.556389544238,0.103455490608486,1.29215877943155,3.42649761298354e-31,851,0.04255,441,0.02205,1.28994944531276,0.103455490608486,"Large"
"Forest",-2.39391677484701,11.4913288114338,0.00833476537087894,1.06219277120308,7.29254885312177e-31,997,0.04985,849,0.04245,1.07037821523843,0.00833476537087894,"Large"
"Saturated First Stage",0.291063669301724,9.00529637010914,0.614495666127776,1.05595211838952,1.07542042669217e-19,997,0.04985,0,0,1.07037821523843,0.614495666127776,"Large"
